                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 0.4538,                 0.4806,                 1.0111,                0.98137,                 0.9375,                0.93566,                0.84606,                0.54609,                0.57952,                 1.1563,              0.0018673,              0.0018673,              0.0018673
                     69,                0.42429,                0.45489,                 1.0076,                0.98052,                 0.9375,                  0.965,                   0.87,                0.46042,                0.54299,                 1.0109,              0.0018654,              0.0018654,              0.0018654
                     70,                0.47703,                0.49068,                  1.048,                0.83945,                 0.9375,                0.95836,                0.82086,                0.46388,                 0.6886,                0.98358,              0.0018634,              0.0018634,              0.0018634
                     71,                0.47522,                0.47594,                 1.0486,                0.94029,                  0.985,                0.98794,                0.91584,                0.41644,                0.51985,                 0.9627,              0.0018614,              0.0018614,              0.0018614
                     72,                0.46475,                0.44506,                 1.0621,                0.99683,                 0.9375,                  0.975,                0.76629,                0.65152,                0.63487,                 1.0852,              0.0018594,              0.0018594,              0.0018594
                     73,                0.46724,                0.43808,                 1.0209,                0.99934,                 0.9375,                0.96929,                0.86742,                0.50774,                0.60174,                0.97187,              0.0018574,              0.0018574,              0.0018574
                     74,                0.44354,                0.41569,                 1.0073,                0.98306,                 0.9375,                 0.9734,                0.89445,                0.44451,                0.49323,                0.94566,              0.0018555,              0.0018555,              0.0018555
                     75,                0.47286,                0.44685,                 1.0519,                 0.9941,                 0.9375,                0.98833,                0.91667,                0.42459,                 0.3569,                0.92219,              0.0018535,              0.0018535,              0.0018535
                     76,                0.46606,                0.44109,                 1.0568,                0.99316,                 0.9375,                0.99147,                0.90361,                0.47822,                 0.4024,                0.98243,              0.0018515,              0.0018515,              0.0018515
                     77,                0.43137,                0.40849,                 1.0243,                      1,                0.99836,                  0.995,                0.89699,                0.49297,                0.41972,                0.98711,              0.0018495,              0.0018495,              0.0018495
                     78,                0.43289,                0.42959,                 1.0239,                      1,                0.99669,                  0.995,                 0.8343,                0.54631,                0.51698,                 1.0165,              0.0018475,              0.0018475,              0.0018475
                     79,                0.42453,                0.42132,                 1.0286,                      1,                0.99839,                  0.995,                0.83537,                0.53051,                0.49417,                 1.0046,              0.0018456,              0.0018456,              0.0018456
                     80,                0.43965,                0.44432,                 1.0257,                      1,                0.99686,                  0.995,                0.87036,                0.43615,                0.43345,                0.94369,              0.0018436,              0.0018436,              0.0018436
                     81,                0.44667,                0.41937,                 1.0238,                      1,                0.99521,                  0.995,                0.88603,                0.48529,                 0.4816,                0.98972,              0.0018416,              0.0018416,              0.0018416
                     82,                0.41747,                0.40046,                 1.0039,                      1,                0.99717,                  0.995,                0.92693,                0.39144,                0.40998,                0.94005,              0.0018396,              0.0018396,              0.0018396
                     83,                 0.4165,                0.41491,                 1.0101,                      1,                0.99495,                  0.995,                0.94722,                0.37616,                0.38227,                0.91723,              0.0018376,              0.0018376,              0.0018376
                     84,                0.43544,                0.40523,                0.99597,                0.97628,                 0.9375,                0.97864,                0.88466,                0.43472,                 0.5507,                0.97006,              0.0018357,              0.0018357,              0.0018357
                     85,                0.41744,                0.42186,                 1.0238,                0.90363,                 0.9375,                0.95777,                0.81575,                 0.5454,                0.62812,                 1.0535,              0.0018337,              0.0018337,              0.0018337
                     86,                0.43958,                0.45129,                 1.0386,                 0.9955,                 0.9375,                0.96324,                0.86553,                 0.4554,                0.48937,                 1.0405,              0.0018317,              0.0018317,              0.0018317
                     87,                0.44912,                0.47433,                 1.0373,                 0.9958,                 0.9375,                0.95733,                0.86978,                0.42182,                0.49561,                0.98957,              0.0018297,              0.0018297,              0.0018297
                     88,                0.43749,                0.41435,                 1.0184,                0.99638,                 0.9375,                0.99147,                0.86679,                  0.544,                0.53584,                 1.0582,              0.0018277,              0.0018277,              0.0018277
                     89,                 0.4307,                0.39719,                 1.0062,                0.99191,                      1,                  0.995,                0.90398,                0.42953,                0.41111,                 0.9711,              0.0018258,              0.0018258,              0.0018258
                     90,                0.41085,                0.39502,                 1.0159,                0.99075,                      1,                  0.995,                0.87301,                0.44949,                0.45507,                0.99335,              0.0018238,              0.0018238,              0.0018238
                     91,                0.40329,                0.36385,                0.99214,                0.99348,                      1,                  0.995,                0.85597,                0.46493,                0.54048,                 1.0045,              0.0018218,              0.0018218,              0.0018218
                     92,                0.42904,                0.40568,                 1.0216,                0.97765,                      1,                  0.995,                0.91571,                0.39215,                0.49182,                0.94638,              0.0018198,              0.0018198,              0.0018198
                     93,                0.41516,                0.37433,                 1.0293,                0.97605,                      1,                  0.995,                0.91828,                0.42066,                0.53316,                0.96574,              0.0018178,              0.0018178,              0.0018178
                     94,                0.36545,                0.37204,                0.97933,                0.88688,                0.98083,                0.98083,                0.87676,                0.47352,                0.78012,                 0.9639,              0.0018159,              0.0018159,              0.0018159
                     95,                0.39267,                0.37257,                 0.9987,                0.88124,                      1,                0.98167,                0.89596,                0.45606,                0.63352,                0.95469,              0.0018139,              0.0018139,              0.0018139
                     96,                0.35405,                0.37281,                0.97431,                0.93306,                      1,                0.98794,                 0.8943,                0.42002,                0.40717,                0.94925,              0.0018119,              0.0018119,              0.0018119
                     97,                0.41021,                 0.3834,                 1.0117,                0.99508,                      1,                  0.995,                0.91161,                0.42415,                0.35359,                0.96222,              0.0018099,              0.0018099,              0.0018099
                     98,                0.37311,                0.37375,                0.98585,                0.99685,                      1,                  0.995,                0.93012,                 0.3482,                0.26838,                0.89897,              0.0018079,              0.0018079,              0.0018079
                     99,                 0.4119,                0.37425,                0.98862,                0.99696,                      1,                  0.995,                0.95566,                0.31788,                0.24168,                0.87275,               0.001806,               0.001806,               0.001806
                    100,                0.41874,                0.38296,                 1.0002,                0.98992,                      1,                  0.995,                0.94287,                 0.3273,                0.28793,                0.85246,               0.001804,               0.001804,               0.001804
                    101,                0.40778,                 0.3921,                  1.009,                0.99137,                      1,                  0.995,                0.93284,                0.35411,                0.32768,                0.85503,               0.001802,               0.001802,               0.001802
                    102,                0.44076,                0.39725,                 1.0251,                0.99313,                      1,                  0.995,                0.92413,                0.40115,                0.34206,                0.89916,                 0.0018,                 0.0018,                 0.0018
                    103,                0.40206,                0.37425,                 1.0023,                      1,                0.99995,                  0.995,                0.90778,                 0.4416,                0.36432,                0.94154,               0.001798,               0.001798,               0.001798
                    104,                0.47362,                0.41229,                 1.0387,                0.99391,                      1,                  0.995,                0.86879,                0.48552,                0.33736,                  1.007,              0.0017961,              0.0017961,              0.0017961
                    105,                0.44514,                0.39568,                 1.0214,                0.98772,                      1,                  0.995,                0.90926,                0.44899,                0.35205,                 0.9819,              0.0017941,              0.0017941,              0.0017941
                    106,                 0.4011,                0.37419,                0.98777,                      1,                0.99735,                  0.995,                0.94728,                0.40546,                0.36708,                0.92819,              0.0017921,              0.0017921,              0.0017921
                    107,                0.39717,                0.37316,                0.99814,                 0.9932,                      1,                  0.995,                0.94108,                0.38241,                0.39502,                0.90797,              0.0017901,              0.0017901,              0.0017901
                    108,                0.41936,                0.37289,                 1.0044,                0.99377,                      1,                  0.995,                0.95581,                0.32997,                0.37875,                0.83979,              0.0017881,              0.0017881,              0.0017881
                    109,                0.40129,                0.37034,                      1,                      1,                 0.9972,                  0.995,                0.96174,                0.32024,                0.34751,                0.83559,              0.0017862,              0.0017862,              0.0017862
                    110,                0.37638,                0.34956,                0.95972,                0.93732,                      1,                0.99147,                0.92898,                0.42265,                0.38613,                0.98257,              0.0017842,              0.0017842,              0.0017842
                    111,                0.37823,                 0.3303,                0.98081,                0.94099,                0.99675,                0.99147,                0.92384,                0.39698,                0.37859,                0.96757,              0.0017822,              0.0017822,              0.0017822
                    112,                 0.3784,                0.35292,                0.97095,                0.96075,                      1,                  0.995,                0.93266,                0.38681,                 0.3462,                 0.9122,              0.0017802,              0.0017802,              0.0017802
                    113,                0.36572,                0.37482,                0.96777,                 0.9936,                      1,                  0.995,                 0.9318,                0.40917,                0.32312,                0.92037,              0.0017782,              0.0017782,              0.0017782
                    114,                 0.3945,                0.37533,                 1.0139,                      1,                0.98109,                  0.995,                0.94555,                 0.3652,                 0.3432,                0.87896,              0.0017763,              0.0017763,              0.0017763
                    115,                0.37393,                  0.353,                0.96752,                0.99643,                      1,                  0.995,                0.93985,                0.36494,                0.30363,                0.87261,              0.0017743,              0.0017743,              0.0017743
                    116,                0.40588,                0.32959,                0.97632,                0.99197,                      1,                  0.995,                0.92923,                0.45025,                0.38935,                 0.9495,              0.0017723,              0.0017723,              0.0017723
                    117,                 0.3673,                0.32495,                0.96693,                0.97704,                      1,                  0.995,                0.92891,                0.45453,                0.42015,                0.97528,              0.0017703,              0.0017703,              0.0017703
                    118,                0.38389,                0.36263,                0.98625,                0.99478,                      1,                  0.995,                0.86192,                 0.5612,                0.38223,                 1.1111,              0.0017683,              0.0017683,              0.0017683
                    119,                0.39561,                0.35745,                0.99122,                0.99605,                      1,                  0.995,                0.86191,                0.54956,                0.35826,                 1.0873,              0.0017664,              0.0017664,              0.0017664
                    120,                  0.382,                0.32923,                0.98485,                0.99578,                      1,                  0.995,                 0.8644,                0.52689,                0.35512,                 1.1077,              0.0017644,              0.0017644,              0.0017644
                    121,                0.39061,                 0.3491,                0.98046,                0.99603,                      1,                  0.995,                0.86711,                0.51063,                0.36513,                 1.0972,              0.0017624,              0.0017624,              0.0017624
                    122,                0.41705,                0.34197,                0.98608,                0.99596,                      1,                  0.995,                0.85302,                0.47687,                0.43392,                 1.0394,              0.0017604,              0.0017604,              0.0017604
                    123,                0.39196,                0.35128,                0.98518,                0.99622,                      1,                  0.995,                0.85659,                0.46628,                0.40135,                0.97695,              0.0017584,              0.0017584,              0.0017584
                    124,                0.38687,                0.34554,                0.97583,                0.99536,                 0.9375,                0.95245,                 0.8676,                0.45249,                0.39158,                 1.0311,              0.0017565,              0.0017565,              0.0017565
                    125,                0.39906,                0.37664,                0.96085,                0.99443,                 0.9375,                 0.9367,                  0.838,                0.56308,                0.43753,                 1.1753,              0.0017545,              0.0017545,              0.0017545
                    126,                0.37383,                0.33852,                0.97707,                0.99368,                 0.9375,                0.93678,                0.79867,                0.70375,                0.54107,                 1.3317,              0.0017525,              0.0017525,              0.0017525
                    127,                0.39091,                0.32951,                 1.0082,                0.99526,                 0.9375,                0.96026,                0.82608,                0.64531,                0.54574,                 1.2114,              0.0017505,              0.0017505,              0.0017505
                    128,                0.39806,                0.40522,                0.99745,                      1,                0.98706,                  0.995,                0.86827,                0.57036,                0.46332,                 1.1251,              0.0017485,              0.0017485,              0.0017485
                    129,                0.40702,                0.38083,                 0.9832,                0.99031,                      1,                  0.995,                0.89052,                0.51425,                0.45993,                  1.042,              0.0017466,              0.0017466,              0.0017466
                    130,                0.37078,                0.31893,                0.96207,                0.93631,                      1,                0.99147,                0.92176,                0.42078,                 0.4029,                0.95413,              0.0017446,              0.0017446,              0.0017446
                    131,                0.36241,                0.33895,                0.97217,                0.93405,                      1,                0.99147,                0.95003,                0.36849,                0.37701,                0.89175,              0.0017426,              0.0017426,              0.0017426
                    132,                0.38793,                0.36402,                 1.0112,                0.99623,                      1,                  0.995,                0.96383,                0.36808,                0.32468,                0.86979,              0.0017406,              0.0017406,              0.0017406
                    133,                0.37175,                0.32384,                0.96267,                0.99694,                      1,                  0.995,                0.94212,                0.41362,                0.31776,                0.91094,              0.0017386,              0.0017386,              0.0017386
