                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.41614,                0.46363,                0.39538,                0.96297,                0.79987,                0.97701,                0.93191,                0.81829,                0.79987,                0.97701,                0.93418,                0.82981,                0.50589,                0.53751,                0.65447,                 1.1367,              0.0018159,              0.0018159,              0.0018159
                     96,                0.42287,                 0.4772,                0.37257,                0.95956,                0.85362,                0.98889,                  0.959,                0.80406,                0.84403,                0.97778,                0.94979,                0.82824,                0.54295,                0.52755,                 0.6337,                 1.1966,              0.0018139,              0.0018139,              0.0018139
                     97,                0.41396,                0.44632,                0.37445,                0.97219,                0.86935,                0.91111,                0.92923,                0.78133,                0.86935,                0.91111,                0.92923,                0.79003,                0.57272,                0.48965,                0.63094,                 1.2347,              0.0018119,              0.0018119,              0.0018119
                     98,                0.40497,                0.44032,                 0.3727,                0.95942,                 0.9191,                0.88362,                0.96632,                0.83896,                 0.9191,                0.88362,                0.96632,                0.87723,                 0.4981,                0.46045,                0.55144,                 1.1559,              0.0018099,              0.0018099,              0.0018099
                     99,                0.38971,                0.38698,                0.37126,                0.96751,                0.84886,                0.93333,                0.94542,                0.85612,                0.84886,                0.93333,                0.94542,                0.86362,                0.46641,                0.43258,                0.58355,                 1.1187,              0.0018079,              0.0018079,              0.0018079
                    100,                0.39029,                0.40122,                0.36502,                0.95348,                 0.9018,                0.91837,                0.95901,                0.88358,                0.91271,                0.92948,                0.96104,                 0.8989,                 0.4199,                0.42003,                0.53581,                 1.0499,               0.001806,               0.001806,               0.001806
                    101,                0.40286,                0.46278,                0.37413,                 0.9727,                0.93538,                0.96507,                0.97359,                 0.9034,                0.93538,                0.96507,                0.97359,                0.90441,                0.40193,                0.46523,                0.41073,                 1.0093,               0.001804,               0.001804,               0.001804
                    102,                0.40582,                0.49298,                0.37733,                0.96258,                0.91001,                0.85556,                0.92703,                0.81425,                0.89791,                0.84444,                0.90165,                0.74783,                0.49801,                  2.018,                0.61036,                  1.148,               0.001802,               0.001802,               0.001802
                    103,                0.42068,                0.48008,                0.37881,                 0.9773,                0.74661,                0.94943,                0.87664,                0.73611,                0.74666,                0.91111,                0.87473,                0.72156,                0.57589,                 1.0047,                 0.8934,                 1.2034,                 0.0018,                 0.0018,                 0.0018
                    104,                0.42334,                 0.4909,                0.37582,                0.98091,                0.87759,                0.96667,                0.95546,                0.87075,                0.87759,                0.96667,                0.95962,                0.88303,                0.44568,                0.37158,                  0.677,                 1.0708,               0.001798,               0.001798,               0.001798
                    105,                0.40138,                0.42927,                0.37349,                0.96633,                0.90625,                0.86667,                0.92571,                0.80427,                0.90625,                0.86667,                0.91469,                0.75763,                0.56404,                 1.6778,                0.73588,                 1.1715,              0.0017961,              0.0017961,              0.0017961
                    106,                 0.4195,                0.47482,                0.36441,                0.96716,                0.95309,                0.90308,                0.95896,                0.84951,                0.95309,                0.90308,                0.95896,                0.88393,                 0.4656,                0.34057,                0.60105,                  1.059,              0.0017941,              0.0017941,              0.0017941
                    107,                0.40904,                0.46033,                0.36628,                 0.9663,                0.90687,                    0.9,                0.95433,                 0.8554,                0.87997,                0.92222,                0.94538,                0.86403,                0.48817,                0.38123,                0.68504,                  1.113,              0.0017921,              0.0017921,              0.0017921
                    108,                0.40895,                0.42864,                0.36298,                0.96343,                 0.8893,                0.88889,                0.95799,                0.86058,                0.87067,                0.92222,                0.95971,                0.88187,                0.44481,                0.37849,                0.56254,                 1.0435,              0.0017901,              0.0017901,              0.0017901
                    109,                0.42433,                0.44487,                  0.373,                0.97754,                0.90919,                0.88998,                0.96137,                0.87078,                0.90919,                0.88998,                0.96137,                0.89571,                0.44797,                0.38345,                0.51135,                 1.0474,              0.0017881,              0.0017881,              0.0017881
                    110,                0.41194,                0.44616,                0.36477,                0.96282,                0.95161,                0.83333,                0.94477,                0.85265,                0.95161,                0.83333,                0.94477,                0.87043,                0.43512,                0.43977,                0.56361,                 1.0616,              0.0017862,              0.0017862,              0.0017862
                    111,                0.39576,                0.42861,                0.35679,                0.96636,                0.87999,                0.88889,                0.94087,                0.81798,                0.87999,                0.88889,                0.94087,                0.82363,                0.50231,                0.50633,                0.67657,                 1.1482,              0.0017842,              0.0017842,              0.0017842
                    112,                0.40175,                0.43064,                0.37621,                0.96177,                0.79543,                0.82087,                0.84741,                0.76626,                 0.8062,                0.83199,                0.87203,                0.77033,                0.45463,                 0.5034,                0.73368,                 1.0903,              0.0017822,              0.0017822,              0.0017822
                    113,                0.38199,                0.42893,                0.35036,                0.96211,                0.79102,                0.92527,                0.92461,                0.80414,                0.77545,                0.92222,                0.91699,                0.81245,                0.48416,                0.37315,                0.66884,                 1.1011,              0.0017802,              0.0017802,              0.0017802
                    114,                0.40218,                0.48434,                0.35842,                0.96129,                0.85662,                0.92936,                0.94177,                0.84052,                0.85662,                0.92936,                0.94177,                0.85675,                0.45515,                0.43409,                0.58217,                 1.0616,              0.0017782,              0.0017782,              0.0017782
                    115,                0.38799,                0.44092,                0.34665,                0.94673,                0.88555,                 0.9457,                0.96037,                0.84895,                0.88555,                 0.9457,                0.96037,                0.86844,                0.46494,                 0.3932,                0.52175,                 1.0645,              0.0017763,              0.0017763,              0.0017763
                    116,                0.37752,                0.45635,                0.33909,                0.95442,                0.91223,                0.95556,                0.97655,                0.87532,                0.91223,                0.95556,                0.97655,                0.88033,                0.45089,                0.37774,                0.50205,                 1.0734,              0.0017743,              0.0017743,              0.0017743
                    117,                0.39851,                0.44608,                0.35211,                0.95243,                0.82475,                0.88892,                0.89953,                0.80313,                0.85261,                0.89983,                0.90331,                 0.8265,                0.47531,                  0.486,                0.61101,                 1.1161,              0.0017723,              0.0017723,              0.0017723
                    118,                0.39229,                0.41393,                0.36217,                0.95219,                0.93825,                0.88889,                0.94833,                0.85733,                0.92506,                0.88889,                 0.9542,                0.87838,                0.42628,                0.43425,                0.48289,                 1.0449,              0.0017703,              0.0017703,              0.0017703
                    119,                0.38414,                0.48128,                0.34535,                0.94531,                0.94557,                    0.9,                0.95575,                 0.8712,                0.94557,                    0.9,                0.95419,                0.87331,                0.41744,                0.49745,                0.51269,                 1.0252,              0.0017683,              0.0017683,              0.0017683
                    120,                0.37889,                0.42096,                0.33556,                0.94618,                0.92129,                0.87778,                0.95054,                0.84541,                0.93141,                0.90533,                0.95316,                0.85738,                0.47717,                0.42708,                0.59956,                 1.1053,              0.0017664,              0.0017664,              0.0017664
                    121,                0.38439,                0.45155,                0.34063,                0.95342,                0.89667,                0.88889,                 0.9256,                0.83116,                0.89667,                0.88889,                 0.9259,                0.84364,                0.44424,                0.43411,                0.64503,                 1.0581,              0.0017644,              0.0017644,              0.0017644
                    122,                0.39593,                0.46796,                0.34807,                0.94704,                0.95663,                0.92222,                0.96844,                0.89145,                0.95663,                0.92222,                0.96844,                0.91082,                 0.3825,                0.35005,                0.47613,                 1.0054,              0.0017624,              0.0017624,              0.0017624
                    123,                0.38812,                0.39473,                0.36187,                 0.9615,                0.90177,                0.91807,                0.94292,                0.86334,                0.91269,                0.92918,                0.95392,                0.88101,                0.40212,                0.39104,                0.54714,                  1.001,              0.0017604,              0.0017604,              0.0017604
                    124,                 0.4166,                0.48767,                0.36862,                0.96927,                0.93311,                0.93004,                0.97186,                0.87756,                0.93311,                0.93004,                0.97186,                0.90305,                0.41278,                0.33096,                 0.5558,                 1.0099,              0.0017584,              0.0017584,              0.0017584
                    125,                0.38868,                0.44939,                0.36336,                0.94677,                  0.938,                0.91111,                0.97833,                0.91014,                  0.938,                0.91111,                0.97833,                0.92383,                0.39047,                0.40326,                0.47368,                 0.9953,              0.0017565,              0.0017565,              0.0017565
                    126,                0.40252,                0.50166,                0.35786,                0.94582,                0.83886,                0.91111,                 0.9451,                0.86354,                0.83886,                0.91111,                 0.9451,                0.88018,                0.43514,                0.40853,                0.67229,                 1.0342,              0.0017545,              0.0017545,              0.0017545
                    127,                0.39618,                0.43326,                0.34029,                0.95545,                0.92187,                0.94444,                0.95786,                0.86498,                0.92187,                0.94444,                0.95786,                0.88182,                0.46797,                0.39304,                0.47624,                 1.0764,              0.0017525,              0.0017525,              0.0017525
                    128,                0.38827,                0.44699,                0.35289,                  0.953,                0.77655,                0.81089,                  0.857,                0.73924,                0.77655,                0.81089,                0.85183,                0.66026,                0.64033,                  2.764,                0.71714,                 1.2959,              0.0017505,              0.0017505,              0.0017505
                    129,                0.40645,                 0.4794,                0.37545,                0.95369,                0.81659,                0.93992,                0.93902,                0.81894,                0.81659,                0.93992,                0.93902,                0.83217,                0.45402,                0.49668,                0.58222,                 1.0835,              0.0017485,              0.0017485,              0.0017485
                    130,                0.38458,                 0.4591,                0.35502,                0.95167,                0.84971,                0.87953,                0.92055,                0.81792,                0.86045,                0.89064,                0.92352,                0.83612,                0.44384,                0.39974,                0.66669,                 1.0441,              0.0017466,              0.0017466,              0.0017466
                    131,                0.35415,                0.39006,                 0.3121,                0.93579,                0.98833,                0.94099,                0.97893,                0.86373,                0.98833,                0.94099,                0.97893,                  0.891,                0.45625,                0.45645,                0.56107,                 1.0828,              0.0017446,              0.0017446,              0.0017446
                    132,                0.37327,                0.41692,                0.32543,                0.95498,                0.96156,                0.92222,                0.97149,                 0.9165,                0.96156,                0.92222,                0.97149,                0.90899,                 0.3796,                0.39932,                0.52091,                  1.003,              0.0017426,              0.0017426,              0.0017426
                    133,                0.37317,                0.41762,                0.32304,                0.95644,                0.85503,                0.92222,                0.95087,                0.85785,                0.86552,                0.93333,                 0.9553,                 0.8682,                  0.424,                0.40588,                0.56375,                  1.046,              0.0017406,              0.0017406,              0.0017406
                    134,                 0.3719,                0.43816,                0.32388,                 0.9477,                0.94108,                0.96667,                0.97942,                0.87376,                0.94108,                0.96667,                0.97942,                0.89167,                0.44333,                0.42603,                0.45207,                 1.0596,              0.0017386,              0.0017386,              0.0017386
                    135,                 0.3865,                0.41516,                0.35124,                0.95059,                0.87393,                0.97778,                0.97207,                0.88639,                0.87393,                0.97778,                0.97207,                0.88982,                0.41698,                0.38276,                 0.4817,                 1.0375,              0.0017367,              0.0017367,              0.0017367
                    136,                0.38782,                0.42524,                0.36389,                0.95141,                0.91885,                0.96667,                0.98402,                0.90374,                0.91885,                0.96667,                0.98402,                0.91235,                0.42946,                0.32337,                0.46097,                  1.055,              0.0017347,              0.0017347,              0.0017347
                    137,                 0.3743,                0.41672,                0.32189,                0.94572,                0.92306,                0.97778,                0.97651,                0.90763,                0.91258,                0.96667,                0.96892,                0.91341,                  0.369,                0.38837,                0.41039,                0.98841,              0.0017327,              0.0017327,              0.0017327
                    138,                0.35691,                0.37637,                 0.3176,                0.93584,                0.88495,                0.96667,                0.97231,                0.89754,                0.88495,                0.96667,                0.97231,                0.91467,                0.40082,                0.33823,                0.43457,                 1.0238,              0.0017307,              0.0017307,              0.0017307
                    139,                0.37164,                0.42224,                0.33147,                0.94426,                0.86069,                0.94444,                0.95653,                0.86005,                0.86069,                0.94444,                0.95741,                0.87383,                0.43596,                0.35229,                0.51463,                 1.0433,              0.0017287,              0.0017287,              0.0017287
                    140,                0.36386,                0.40976,                0.33017,                0.93419,                0.95492,                0.94143,                 0.9774,                0.91914,                0.95492,                0.94143,                 0.9774,                0.93072,                0.36808,                0.31986,                0.50362,                0.98069,              0.0017268,              0.0017268,              0.0017268
                    141,                0.37714,                0.40411,                0.33984,                0.94825,                0.89411,                0.96667,                0.97198,                0.90331,                0.89411,                0.96667,                0.97198,                0.92193,                0.37312,                0.31352,                0.49048,                0.98489,              0.0017248,              0.0017248,              0.0017248
                    142,                0.37228,                0.38793,                0.33049,                0.94095,                0.94792,                0.94444,                0.97261,                 0.8919,                0.94792,                0.94444,                0.97261,                0.89726,                0.40422,                 0.3828,                0.49041,                 1.0347,              0.0017228,              0.0017228,              0.0017228
                    143,                0.36848,                0.40022,                0.34488,                0.94905,                0.86411,                0.95556,                0.95792,                0.84593,                0.86411,                0.95556,                0.95792,                0.86109,                0.48073,                0.36706,                 0.5921,                 1.1154,              0.0017208,              0.0017208,              0.0017208
                    144,                0.37549,                0.40048,                 0.3468,                0.94934,                0.96466,                0.90983,                0.97351,                0.88402,                0.96466,                0.90983,                0.97663,                 0.9057,                0.39775,                0.35849,                 0.4878,                 1.0267,              0.0017188,              0.0017188,              0.0017188
                    145,                0.37562,                0.38267,                0.33349,                0.95136,                0.84894,                0.92222,                0.95772,                0.87037,                0.84894,                0.92222,                0.95772,                 0.8753,                0.39754,                0.54564,                0.47199,                 1.0433,              0.0017169,              0.0017169,              0.0017169
                    146,                0.36134,                0.39617,                0.32201,                0.93944,                0.87766,                0.87778,                0.94139,                0.85995,                0.87766,                0.87778,                0.94139,                0.85814,                0.43647,                0.51808,                0.48798,                 1.1034,              0.0017149,              0.0017149,              0.0017149
                    147,                0.35569,                0.41777,                0.31139,                0.93563,                 0.8946,                0.95556,                0.96768,                0.89542,                  0.905,                0.96667,                0.96903,                0.90845,                0.40437,                0.46167,                0.40663,                 1.0262,              0.0017129,              0.0017129,              0.0017129
                    148,                0.36293,                0.39279,                0.30873,                0.93891,                0.90439,                0.91111,                0.96521,                0.89154,                0.90439,                0.91111,                0.96521,                0.90526,                0.37393,                0.37352,                0.44982,                 1.0054,              0.0017109,              0.0017109,              0.0017109
                    149,                0.37112,                 0.3988,                0.32581,                 0.9407,                 0.9335,                0.93586,                0.97672,                0.90369,                 0.9335,                0.93586,                0.97672,                0.91384,                0.37468,                0.33333,                0.39506,                 1.0017,              0.0017089,              0.0017089,              0.0017089
                    150,                0.38463,                0.38125,                0.32748,                0.94492,                0.95649,                0.97715,                0.97378,                 0.8589,                0.95649,                0.97715,                0.97378,                0.87713,                0.47402,                0.54022,                0.57491,                 1.1229,               0.001707,               0.001707,               0.001707
                    151,                0.37294,                0.40008,                 0.3255,                0.93532,                0.97265,                0.96667,                0.97962,                0.90164,                0.97265,                0.96667,                0.97962,                0.92547,                 0.4345,                0.32773,                0.44142,                 1.0732,               0.001705,               0.001705,               0.001705
                    152,                0.36599,                0.38756,                0.31586,                0.94254,                0.87502,                0.96667,                0.94534,                0.84142,                0.88528,                0.97778,                 0.9606,                0.85735,                0.52452,                0.47958,                0.54824,                 1.1731,               0.001703,               0.001703,               0.001703
                    153,                0.35873,                0.41041,                0.31931,                0.93579,                0.95521,                0.92222,                 0.9799,                0.90711,                0.95279,                0.95556,                0.98259,                0.92511,                0.39099,                0.34901,                0.41788,                 1.0337,               0.001701,               0.001701,               0.001701
                    154,                0.36143,                0.41427,                0.32128,                0.93693,                0.92879,                0.94444,                0.97995,                0.84964,                0.92879,                0.94444,                0.97995,                0.87412,                0.46491,                0.40463,                0.53245,                 1.0884,               0.001699,               0.001699,               0.001699
                    155,                0.35367,                0.38363,                0.31244,                0.93064,                0.94254,                0.91138,                0.97583,                0.90335,                0.93362,                0.96667,                0.98314,                0.91449,                0.36305,                  0.421,                0.49129,                0.98725,              0.0016971,              0.0016971,              0.0016971
                    156,                0.36822,                0.41907,                0.31676,                 0.9382,                0.90222,                0.96667,                0.97676,                0.89997,                0.90222,                0.96667,                0.97676,                0.92623,                0.38696,                0.45158,                0.46715,                0.98395,              0.0016951,              0.0016951,              0.0016951
                    157,                 0.3687,                0.41674,                0.32068,                0.94821,                0.93215,                0.96667,                0.96695,                0.88621,                0.94286,                0.97778,                0.98099,                0.90717,                0.45432,                 0.4315,                0.49332,                 1.0646,              0.0016931,              0.0016931,              0.0016931
                    158,                0.37294,                0.38517,                0.32212,                0.94882,                0.92538,                0.96463,                 0.9789,                0.90545,                0.92538,                0.96463,                 0.9789,                 0.9337,                0.38145,                0.31532,                0.43389,                  1.019,              0.0016911,              0.0016911,              0.0016911
                    159,                0.35326,                0.39307,                0.30981,                 0.9233,                0.93546,                0.94444,                0.97478,                0.91619,                0.93546,                0.94444,                0.97478,                0.93328,                0.35633,                0.31011,                 0.4171,                0.97662,              0.0016891,              0.0016891,              0.0016891
                    160,                0.36047,                0.38095,                0.31367,                0.94401,                0.93499,                0.95556,                 0.9745,                0.91107,                0.92447,                0.95204,                0.97327,                0.93153,                0.33387,                0.39361,                0.41452,                0.96916,              0.0016872,              0.0016872,              0.0016872
                    161,                0.36207,                0.41032,                0.33247,                0.95494,                0.88919,                0.95556,                0.97467,                0.89835,                 0.9235,                0.92222,                0.97321,                0.92238,                0.36548,                0.36784,                0.47816,                0.99522,              0.0016852,              0.0016852,              0.0016852
                    162,                0.38139,                0.40474,                0.33719,                0.94975,                0.91241,                0.92596,                0.97507,                0.91537,                0.92191,                 0.9182,                 0.9782,                0.93296,                0.33165,                0.31278,                0.40858,                0.96001,              0.0016832,              0.0016832,              0.0016832
                    163,                0.36498,                0.39697,                0.32244,                0.94155,                0.95679,                0.92222,                0.98397,                 0.8897,                0.95679,                0.92222,                0.98397,                0.92242,                0.37775,                0.32145,                0.42749,                0.97457,              0.0016812,              0.0016812,              0.0016812
                    164,                0.36779,                0.39483,                0.33901,                0.92968,                0.84117,                0.95556,                 0.9437,                0.87555,                0.84117,                0.95556,                0.95024,                0.89795,                0.38334,                0.36132,                0.46562,                 1.0043,              0.0016792,              0.0016792,              0.0016792
                    165,                 0.3402,                0.36882,                0.31186,                 0.9243,                0.84239,                0.95024,                0.95601,                0.87799,                0.84239,                0.95024,                0.95601,                0.88614,                0.40401,                0.39465,                0.51217,                 1.0439,              0.0016773,              0.0016773,              0.0016773
                    166,                0.35878,                0.44285,                0.32873,                0.93524,                0.95187,                0.93333,                0.96719,                0.90072,                0.95187,                0.93333,                0.96719,                0.90755,                0.40622,                 0.3518,                0.48806,                 1.0633,              0.0016753,              0.0016753,              0.0016753
                    167,                0.35926,                0.43066,                0.32242,                0.93945,                0.95452,                0.93282,                0.98102,                 0.8958,                0.95452,                0.93282,                0.98102,                 0.9079,                0.38445,                0.41512,                0.42411,                 1.0095,              0.0016733,              0.0016733,              0.0016733
                    168,                0.35619,                0.39169,                0.31258,                0.92896,                0.94331,                0.96667,                0.97699,                0.87681,                 0.9324,                0.95556,                 0.9762,                 0.9065,                0.41707,                0.41392,                0.40897,                 1.0797,              0.0016713,              0.0016713,              0.0016713
                    169,                0.35161,                0.40781,                0.31473,                0.93984,                0.84825,                0.93165,                0.91391,                 0.7952,                0.84291,                0.95396,                0.92754,                0.79247,                0.46489,                0.52375,                0.64637,                 1.1166,              0.0016693,              0.0016693,              0.0016693
                    170,                0.34421,                0.37368,                0.31445,                0.94143,                0.90167,                0.92222,                 0.9694,                0.90373,                0.90167,                0.92222,                 0.9694,                0.90588,                0.38342,                 0.3417,                0.49298,                 1.0311,              0.0016674,              0.0016674,              0.0016674
                    171,                0.36494,                 0.4491,                0.32793,                0.94269,                0.88061,                0.98345,                0.98278,                0.90758,                0.88061,                0.98345,                0.98278,                0.92578,                0.37936,                0.31322,                0.42398,                 1.0201,              0.0016654,              0.0016654,              0.0016654
                    172,                0.36717,                0.40064,                0.32208,                0.94691,                0.90642,                0.95556,                0.97883,                0.90855,                0.90642,                0.95556,                0.97883,                0.91787,                0.36344,                0.31981,                0.44449,                0.98311,              0.0016634,              0.0016634,              0.0016634
                    173,                0.37659,                0.40754,                0.31852,                0.94245,                0.93722,                0.93333,                 0.9837,                0.93046,                0.93722,                0.93333,                 0.9837,                0.93404,                0.32561,                0.32766,                0.43674,                 0.9471,              0.0016614,              0.0016614,              0.0016614
                    174,                0.36702,                0.44918,                0.32821,                 0.9359,                0.85108,                0.97778,                0.97002,                0.87938,                0.85108,                0.97778,                0.97002,                0.87911,                0.40875,                0.36054,                0.48488,                 1.0224,              0.0016594,              0.0016594,              0.0016594
                    175,                0.36389,                0.36554,                0.31405,                 0.9395,                0.92576,                0.96989,                 0.9748,                0.88672,                0.92576,                0.96989,                 0.9748,                0.90518,                0.38685,                0.38365,                0.43829,                0.99724,              0.0016575,              0.0016575,              0.0016575
                    176,                0.39622,                0.42912,                0.32637,                0.95339,                 0.9659,                0.94411,                0.97873,                0.88268,                 0.9659,                0.94411,                0.97904,                0.92377,                0.40434,                 0.3405,                0.52455,                 1.0187,              0.0016555,              0.0016555,              0.0016555
                    177,                0.34062,                0.34982,                0.29104,                0.93405,                0.91573,                0.96667,                0.98286,                0.89589,                0.91573,                0.96667,                0.98286,                0.92179,                0.38394,                 0.3205,                0.46476,                 1.0132,              0.0016535,              0.0016535,              0.0016535
                    178,                 0.3534,                0.35917,                0.31957,                0.93617,                0.96212,                0.92222,                0.98361,                0.88596,                0.96212,                0.92222,                0.98361,                0.91106,                0.41953,                0.38818,                 0.4421,                 1.0697,              0.0016515,              0.0016515,              0.0016515
                    179,                0.37924,                 0.4066,                0.33069,                0.94471,                 0.9208,                0.90431,                0.97159,                0.88329,                 0.9208,                0.90431,                0.97159,                0.89315,                0.37796,                 0.3611,                0.49486,                 1.0101,              0.0016495,              0.0016495,              0.0016495
                    180,                0.35783,                0.37065,                 0.3165,                0.93898,                0.85932,                 0.9502,                0.94773,                0.88605,                0.85932,                 0.9502,                0.94773,                0.89826,                0.36064,                0.40888,                0.51898,                 0.9787,              0.0016476,              0.0016476,              0.0016476
                    181,                0.34361,                0.36152,                0.29965,                0.93019,                0.95322,                0.90564,                0.98348,                0.91911,                0.95322,                0.90564,                0.98348,                0.93525,                0.35296,                0.34374,                0.39702,                0.98098,              0.0016456,              0.0016456,              0.0016456
                    182,                0.34963,                0.35691,                0.31516,                0.93059,                0.96439,                0.95556,                0.98221,                0.87448,                0.96439,                0.95556,                0.98221,                0.91037,                0.40704,                 0.3449,                0.40831,                 1.0382,              0.0016436,              0.0016436,              0.0016436
                    183,                0.35747,                0.40424,                0.31097,                0.93071,                0.96257,                0.96667,                0.97758,                0.91469,                0.96257,                0.96667,                0.97758,                0.91975,                 0.3645,                0.44972,                0.39477,                 0.9836,              0.0016416,              0.0016416,              0.0016416
                    184,                0.36795,                0.41118,                0.31961,                0.93465,                 0.8545,                0.98889,                0.96475,                0.89385,                 0.8545,                0.98889,                0.96475,                0.90088,                0.40309,                0.39362,                0.46468,                  1.031,              0.0016396,              0.0016396,              0.0016396
                    185,                0.35096,                0.38106,                0.31367,                0.93446,                0.92827,                0.96667,                0.98395,                0.92407,                0.94475,                0.94997,                0.98517,                0.93088,                0.37257,                0.33888,                0.42225,                0.99646,              0.0016377,              0.0016377,              0.0016377
                    186,                0.38046,                0.42201,                0.31981,                0.94357,                0.93074,                0.96667,                0.97656,                0.90719,                0.94143,                0.97778,                0.98784,                0.92643,                0.39752,                0.36135,                0.41129,                 1.0347,              0.0016357,              0.0016357,              0.0016357
                    187,                0.35725,                0.39912,                 0.3007,                0.94259,                0.94172,                0.98889,                0.98816,                0.90331,                0.94172,                0.98889,                0.98816,                0.93694,                0.39977,                0.29859,                0.37804,                 1.0343,              0.0016337,              0.0016337,              0.0016337
                    188,                0.36407,                0.37428,                0.31316,                0.94428,                0.94499,                0.95444,                0.98524,                0.91058,                0.94499,                0.95444,                0.98524,                0.92851,                0.38336,                0.32233,                0.49043,                 1.0076,              0.0016317,              0.0016317,              0.0016317
                    189,                0.36678,                0.39714,                0.32741,                0.93012,                0.95334,                0.98889,                 0.9915,                0.92643,                0.95334,                0.98889,                 0.9915,                0.94302,                0.37785,                0.33906,                0.41792,                0.99607,              0.0016297,              0.0016297,              0.0016297
                    190,                0.36535,                0.37558,                0.31061,                0.93784,                0.97792,                0.98437,                0.99135,                0.92468,                0.97792,                0.98437,                0.99135,                0.94707,                0.32332,                0.30232,                 0.3455,                  0.946,              0.0016278,              0.0016278,              0.0016278
                    191,                0.35592,                0.42228,                0.30467,                0.92702,                0.96453,                0.95556,                0.98399,                0.91048,                0.96453,                0.95556,                0.98399,                0.92789,                0.37455,                0.36728,                 0.4114,                 1.0055,              0.0016258,              0.0016258,              0.0016258
                    192,                0.35166,                0.37242,                 0.3224,                0.92901,                0.92621,                0.97778,                0.98407,                0.92648,                0.92689,                0.98608,                0.98471,                0.93942,                0.35055,                  0.362,                0.39521,                0.97515,              0.0016238,              0.0016238,              0.0016238
                    193,                0.34839,                0.37456,                0.30478,                 0.9308,                0.93237,                0.97778,                0.98258,                0.91856,                0.93237,                0.97778,                0.98395,                0.92769,                0.34964,                0.34692,                0.40624,                0.95845,              0.0016218,              0.0016218,              0.0016218
                    194,                0.34462,                0.35066,                0.30022,                0.93808,                0.94607,                0.91111,                0.97589,                0.93211,                0.94607,                0.91111,                0.98216,                0.92846,                0.31686,                0.34304,                0.40173,                0.94158,              0.0016198,              0.0016198,              0.0016198
                    195,                0.34734,                 0.3878,                0.30255,                0.93879,                0.95045,                0.94444,                0.98582,                0.92385,                0.95045,                0.94444,                0.98582,                0.93882,                0.34584,                  0.366,                0.39518,                 0.9492,              0.0016179,              0.0016179,              0.0016179
                    196,                0.36862,                0.38351,                0.32369,                0.94192,                0.89561,                0.95328,                0.97591,                0.90483,                0.89561,                0.95328,                0.97591,                0.93564,                 0.3685,                0.34738,                0.41274,                0.98656,              0.0016159,              0.0016159,              0.0016159
                    197,                0.35474,                0.37875,                0.30025,                0.93204,                 0.8846,                0.94444,                0.97384,                0.91297,                 0.8846,                0.94444,                0.97375,                0.93154,                0.34331,                0.40257,                0.37598,                0.96801,              0.0016139,              0.0016139,              0.0016139
                    198,                0.35321,                0.35952,                0.29738,                0.93392,                0.90336,                0.93473,                0.97192,                0.91857,                0.91408,                0.94564,                0.98412,                0.94035,                0.36042,                0.32347,                0.42211,                0.96686,              0.0016119,              0.0016119,              0.0016119
                    199,                0.34626,                 0.3661,                0.29141,                0.93832,                0.91661,                0.97703,                0.97847,                0.90824,                0.91661,                0.97703,                0.97847,                0.92757,                0.36555,                0.33798,                 0.4195,                 0.9697,              0.0016099,              0.0016099,              0.0016099
                    200,                 0.3555,                0.39524,                 0.3098,                0.92711,                0.93228,                0.91776,                0.97201,                0.92233,                0.93228,                0.91776,                0.97145,                 0.9276,                0.34235,                0.29633,                0.44834,                0.95899,               0.001608,               0.001608,               0.001608
                    201,                0.37008,                0.37461,                0.31531,                0.94327,                0.95843,                0.93333,                0.96266,                 0.8994,                0.95843,                0.93333,                0.96266,                0.90842,                0.33303,                0.32292,                0.47569,                0.96689,               0.001606,               0.001606,               0.001606
                    202,                0.36256,                0.38609,                0.30821,                0.91999,                0.96132,                0.93333,                0.97099,                0.90632,                0.96132,                0.93333,                0.97099,                 0.9233,                0.32532,                0.37072,                 0.4621,                0.94744,               0.001604,               0.001604,               0.001604
                    203,                0.35034,                0.36764,                0.29233,                0.93305,                0.91417,                0.91111,                0.96433,                0.89899,                0.91373,                0.92222,                0.97337,                0.90001,                0.36789,                0.43457,                0.51606,                 1.0252,               0.001602,               0.001602,               0.001602
                    204,                 0.3439,                0.37977,                0.28221,                 0.9255,                0.87836,                0.97778,                0.98219,                0.93255,                0.87836,                0.97778,                0.98219,                0.93941,                0.32831,                0.37909,                0.39283,                0.96659,                 0.0016,                 0.0016,                 0.0016
                    205,                0.32598,                0.32483,                0.27781,                0.91422,                0.92911,                0.97778,                0.98799,                0.93813,                0.92911,                0.97778,                0.98799,                0.95465,                0.32724,                0.32574,                0.38416,                0.94567,              0.0015981,              0.0015981,              0.0015981
                    206,                0.34666,                0.38685,                0.29632,                0.93573,                0.92776,                0.99886,                0.98638,                0.90982,                0.92776,                0.99886,                0.98638,                0.92902,                0.37609,                0.38409,                0.38558,                 1.0214,              0.0015961,              0.0015961,              0.0015961
