                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.42828,                0.39153,                0.96729,                      1,                0.85402,                0.96955,                0.83929,                0.57786,                0.58433,                  1.151,              0.0016911,              0.0016911,              0.0016911
                    159,                0.42249,                0.39117,                0.98812,                0.70003,                0.92857,                0.91214,                0.76868,                0.60451,                 0.7975,                 1.1726,              0.0016891,              0.0016891,              0.0016891
                    160,                0.37117,                0.37404,                0.94974,                0.71553,                0.92857,                0.89241,                0.65999,                0.80977,                  1.046,                 1.2924,              0.0016872,              0.0016872,              0.0016872
                    161,                 0.4295,                0.37681,                0.99757,                0.86265,                0.89846,                0.97011,                0.73334,                0.76192,                0.95228,                 1.2089,              0.0016852,              0.0016852,              0.0016852
                    162,                0.40017,                0.34023,                0.96246,                 0.9148,                      1,                0.98567,                 0.8866,                0.45854,                0.52772,                0.95104,              0.0016832,              0.0016832,              0.0016832
                    163,                0.40598,                0.36531,                0.94126,                      1,                 0.9873,                  0.995,                0.92944,                0.42501,                0.41351,                0.90532,              0.0016812,              0.0016812,              0.0016812
                    164,                0.39438,                0.33073,                0.96526,                0.99452,                      1,                  0.995,                0.93343,                0.38256,                0.34382,                0.87711,              0.0016792,              0.0016792,              0.0016792
                    165,                0.40621,                0.38523,                0.99536,                0.99426,                      1,                  0.995,                0.95935,                0.37234,                 0.3395,                0.87009,              0.0016773,              0.0016773,              0.0016773
                    166,                0.40208,                0.33485,                0.97455,                0.99293,                      1,                  0.995,                0.94215,                0.37453,                0.35647,                0.86631,              0.0016753,              0.0016753,              0.0016753
                    167,                0.37149,                0.37037,                 1.0073,                0.99521,                      1,                  0.995,                0.92804,                0.40155,                 0.3883,                0.88943,              0.0016733,              0.0016733,              0.0016733
                    168,                0.40822,                0.40425,                 1.0017,                0.96062,                      1,                  0.995,                 0.8493,                0.49675,                0.39978,                 1.0349,              0.0016713,              0.0016713,              0.0016713
                    169,                0.37145,                0.35157,                 0.9582,                0.99467,                      1,                  0.995,                 0.8536,                0.40902,                0.39102,                 0.9205,              0.0016693,              0.0016693,              0.0016693
                    170,                0.38238,                0.35469,                0.96902,                0.99495,                      1,                  0.995,                0.89633,                0.40252,                0.32619,                 0.9233,              0.0016674,              0.0016674,              0.0016674
                    171,                 0.3987,                0.34941,                0.99477,                0.99241,                      1,                  0.995,                 0.9185,                0.37535,                0.31043,                0.89957,              0.0016654,              0.0016654,              0.0016654
                    172,                0.46244,                0.38985,                 1.0047,                0.98953,                      1,                  0.995,                0.94945,                0.37576,                 0.3638,                0.88222,              0.0016634,              0.0016634,              0.0016634
                    173,                0.39681,                0.35763,                0.98557,                0.99311,                      1,                  0.995,                0.94559,                0.37248,                0.33725,                0.87559,              0.0016614,              0.0016614,              0.0016614
                    174,                 0.3658,                  0.341,                 0.9806,                0.99413,                      1,                  0.995,                0.92507,                0.37888,                0.33346,                0.87728,              0.0016594,              0.0016594,              0.0016594
                    175,                0.40073,                0.34317,                0.98161,                0.99494,                      1,                  0.995,                0.89756,                0.38928,                0.30545,                0.88662,              0.0016575,              0.0016575,              0.0016575
                    176,                0.36736,                0.35016,                0.98844,                 0.9955,                      1,                  0.995,                0.86832,                0.54603,                0.38743,                 1.0543,              0.0016555,              0.0016555,              0.0016555
                    177,                0.42672,                0.34841,                 1.0259,                0.99505,                      1,                  0.995,                0.86183,                0.54732,                0.37793,                 1.0709,              0.0016535,              0.0016535,              0.0016535
                    178,                0.37595,                0.33077,                0.97078,                0.99579,                      1,                  0.995,                0.89255,                0.41784,                0.31975,                0.93541,              0.0016515,              0.0016515,              0.0016515
                    179,                0.38295,                 0.3213,                 1.0029,                0.99478,                      1,                  0.995,                0.90769,                0.40973,                0.31949,                0.91925,              0.0016495,              0.0016495,              0.0016495
                    180,                0.36543,                0.32984,                0.98795,                0.99405,                      1,                  0.995,                0.92015,                0.39242,                0.30097,                0.89518,              0.0016476,              0.0016476,              0.0016476
                    181,                0.38194,                0.34986,                0.96382,                0.99487,                      1,                  0.995,                  0.932,                0.37107,                0.28303,                0.87553,              0.0016456,              0.0016456,              0.0016456
                    182,                0.37793,                 0.3461,                0.97825,                0.99582,                      1,                  0.995,                0.94157,                 0.3502,                0.30502,                0.86186,              0.0016436,              0.0016436,              0.0016436
                    183,                0.38541,                0.35739,                0.97532,                0.99562,                      1,                  0.995,                0.95707,                0.33786,                0.31611,                0.84196,              0.0016416,              0.0016416,              0.0016416
                    184,                0.39094,                0.34258,                0.95531,                0.99478,                      1,                  0.995,                0.90553,                0.40513,                0.38745,                0.87829,              0.0016396,              0.0016396,              0.0016396
                    185,                0.34887,                  0.326,                 1.0043,                 0.9964,                      1,                  0.995,                0.86979,                0.45241,                0.39756,                0.91727,              0.0016377,              0.0016377,              0.0016377
                    186,                0.37878,                0.34761,                0.95389,                0.99848,                      1,                  0.995,                0.86091,                0.46739,                0.36945,                0.93699,              0.0016357,              0.0016357,              0.0016357
                    187,                 0.3563,                 0.2966,                0.97415,                0.99711,                      1,                  0.995,                0.84089,                0.47938,                0.35897,                0.94991,              0.0016337,              0.0016337,              0.0016337
                    188,                0.36095,                0.34595,                0.96124,                0.99729,                      1,                  0.995,                0.88143,                0.45775,                 0.3638,                0.96353,              0.0016317,              0.0016317,              0.0016317
                    189,                0.36197,                0.32979,                0.95228,                0.99966,                      1,                  0.995,                0.88095,                0.40031,                0.34027,                0.90956,              0.0016297,              0.0016297,              0.0016297
                    190,                0.41047,                0.34542,                 0.9764,                      1,                0.99737,                  0.995,                0.91013,                0.36867,                0.35214,                0.87596,              0.0016278,              0.0016278,              0.0016278
                    191,                 0.3818,                0.35246,                0.96861,                      1,                0.99308,                  0.995,                0.91993,                0.38449,                0.34956,                0.88594,              0.0016258,              0.0016258,              0.0016258
                    192,                0.37609,                0.31325,                0.95447,                0.94836,                      1,                  0.995,                0.91752,                0.36492,                0.33468,                0.86276,              0.0016238,              0.0016238,              0.0016238
                    193,                0.39546,                0.32389,                      1,                0.99287,                      1,                  0.995,                0.93024,                0.36417,                0.30486,                0.85617,              0.0016218,              0.0016218,              0.0016218
                    194,                0.35258,                 0.3114,                0.96451,                0.99638,                      1,                  0.995,                0.92276,                0.35528,                0.28449,                 0.8399,              0.0016198,              0.0016198,              0.0016198
                    195,                0.34439,                0.31118,                0.95432,                0.99664,                      1,                  0.995,                 0.9378,                0.35891,                0.27492,                0.84195,              0.0016179,              0.0016179,              0.0016179
                    196,                0.38705,                0.32777,                0.97617,                0.99348,                      1,                  0.995,                0.94021,                0.34975,                0.28469,                0.83447,              0.0016159,              0.0016159,              0.0016159
                    197,                0.35016,                0.32286,                0.95531,                0.93081,                      1,                  0.995,                 0.9539,                0.34638,                0.42498,                0.83045,              0.0016139,              0.0016139,              0.0016139
                    198,                0.38031,                0.32929,                0.99079,                0.93989,                      1,                  0.995,                0.91499,                0.38376,                0.43464,                0.85694,              0.0016119,              0.0016119,              0.0016119
                    199,                 0.3311,                0.31836,                0.96558,                0.96717,                      1,                  0.995,                0.92891,                0.40016,                0.37636,                 0.8708,              0.0016099,              0.0016099,              0.0016099
                    200,                0.35884,                0.34618,                0.95931,                0.99597,                      1,                  0.995,                0.92545,                0.38359,                0.32324,                0.87119,               0.001608,               0.001608,               0.001608
                    201,                0.36818,                0.31437,                0.98146,                0.99592,                      1,                  0.995,                0.92681,                0.37642,                 0.2665,                0.85968,               0.001606,               0.001606,               0.001606
                    202,                0.37066,                0.31989,                0.96659,                0.99702,                      1,                  0.995,                0.91994,                0.38257,                0.26288,                0.85536,               0.001604,               0.001604,               0.001604
                    203,                0.38384,                0.32257,                0.95298,                0.99922,                      1,                  0.995,                0.92312,                0.38149,                0.27746,                0.85176,               0.001602,               0.001602,               0.001602
                    204,                0.40421,                0.35995,                0.96674,                      1,                0.99982,                  0.995,                0.93698,                0.32503,                0.27624,                0.82995,                 0.0016,                 0.0016,                 0.0016
                    205,                0.35875,                0.31611,                0.97522,                0.99968,                      1,                  0.995,                 0.9503,                0.32389,                0.26189,                 0.8307,              0.0015981,              0.0015981,              0.0015981
                    206,                 0.3615,                0.34091,                0.97361,                0.99636,                      1,                  0.995,                0.94962,                0.33338,                0.28548,                 0.8403,              0.0015961,              0.0015961,              0.0015961
                    207,                0.37314,                0.31576,                0.95687,                0.99444,                      1,                  0.995,                0.94911,                 0.3514,                0.33436,                0.86289,              0.0015941,              0.0015941,              0.0015941
                    208,                0.40679,                0.39081,                0.98305,                      1,                0.99053,                  0.995,                0.96229,                0.37967,                0.35141,                0.88566,              0.0015921,              0.0015921,              0.0015921
                    209,                0.37969,                0.36643,                0.99052,                0.99061,                0.92857,                0.99033,                0.95179,                 0.3792,                0.36227,                 0.8774,              0.0015901,              0.0015901,              0.0015901
                    210,                0.34562,                0.30263,                0.96471,                0.99146,                0.92857,                0.98265,                0.92415,                 0.3665,                0.35245,                0.86579,              0.0015882,              0.0015882,              0.0015882
                    211,                0.39047,                0.30574,                0.96049,                0.99142,                0.92857,                0.98625,                0.92676,                0.34583,                0.35146,                0.84305,              0.0015862,              0.0015862,              0.0015862
                    212,                0.38786,                0.35207,                0.96227,                0.93318,                0.99763,                0.99033,                0.97201,                0.31917,                0.32781,                0.82702,              0.0015842,              0.0015842,              0.0015842
                    213,                0.37925,                0.34524,                0.96573,                0.92825,                      1,                0.99033,                 0.9702,                0.30789,                0.30886,                0.82097,              0.0015822,              0.0015822,              0.0015822
                    214,                0.37008,                0.30759,                0.95264,                0.99447,                      1,                  0.995,                0.97609,                0.31692,                0.28785,                0.82785,              0.0015802,              0.0015802,              0.0015802
                    215,                0.36944,                0.34555,                0.94215,                0.99515,                      1,                  0.995,                0.94418,                0.34274,                0.25508,                0.84039,              0.0015783,              0.0015783,              0.0015783
                    216,                 0.3759,                0.32854,                0.95496,                0.99625,                      1,                  0.995,                0.91802,                0.35948,                0.25628,                0.85594,              0.0015763,              0.0015763,              0.0015763
                    217,                 0.3533,                0.33482,                 0.9765,                0.99625,                      1,                  0.995,                0.94734,                0.33666,                0.23891,                0.84951,              0.0015743,              0.0015743,              0.0015743
                    218,                0.32926,                0.29461,                0.92454,                0.99628,                      1,                  0.995,                0.97335,                0.32193,                0.24186,                0.83957,              0.0015723,              0.0015723,              0.0015723
                    219,                0.31305,                0.27152,                0.93022,                0.99645,                      1,                  0.995,                0.97036,                0.32195,                0.22763,                0.83315,              0.0015703,              0.0015703,              0.0015703
                    220,                0.33125,                0.28589,                0.97043,                0.99574,                      1,                  0.995,                0.95674,                0.32848,                0.26427,                0.83523,              0.0015684,              0.0015684,              0.0015684
                    221,                 0.3875,                0.33689,                0.97688,                0.98681,                      1,                  0.995,                0.96861,                0.33255,                0.29945,                0.83907,              0.0015664,              0.0015664,              0.0015664
                    222,                 0.3576,                0.31587,                0.96446,                0.98548,                      1,                  0.995,                0.96167,                0.32462,                0.32801,                0.83543,              0.0015644,              0.0015644,              0.0015644
                    223,                0.36352,                0.32476,                0.96249,                0.98559,                      1,                  0.995,                0.93807,                0.32586,                 0.3684,                0.83891,              0.0015624,              0.0015624,              0.0015624
                    224,                0.36667,                0.31035,                0.97664,                0.97826,                      1,                  0.995,                0.95771,                0.32592,                0.33209,                0.83117,              0.0015604,              0.0015604,              0.0015604
                    225,                0.37228,                0.31484,                0.95155,                0.99138,                      1,                  0.995,                0.97943,                0.31255,                0.28665,                0.81857,              0.0015585,              0.0015585,              0.0015585
                    226,                0.38337,                0.33428,                0.99126,                 0.9957,                      1,                  0.995,                0.97417,                 0.2999,                0.26047,                0.81391,              0.0015565,              0.0015565,              0.0015565
                    227,                0.34071,                 0.2978,                0.92752,                0.99624,                      1,                  0.995,                0.96773,                0.32195,                0.28562,                0.82498,              0.0015545,              0.0015545,              0.0015545
                    228,                0.32363,                0.30774,                0.91966,                0.99642,                      1,                  0.995,                0.96245,                0.39962,                0.31612,                  0.876,              0.0015525,              0.0015525,              0.0015525
                    229,                0.34022,                0.32931,                 0.9561,                0.99634,                      1,                  0.995,                0.96011,                0.36511,                0.27253,                0.85597,              0.0015505,              0.0015505,              0.0015505
                    230,                0.30669,                0.29641,                0.92136,                0.99634,                      1,                  0.995,                0.93719,                0.34105,                0.25554,                0.84106,              0.0015486,              0.0015486,              0.0015486
                    231,                0.32609,                0.29758,                0.94623,                 0.9963,                      1,                  0.995,                 0.9337,                0.32517,                0.26444,                0.82834,              0.0015466,              0.0015466,              0.0015466
                    232,                0.34335,                0.32381,                0.93533,                0.99631,                      1,                  0.995,                0.93966,                0.33963,                0.26724,                0.83433,              0.0015446,              0.0015446,              0.0015446
                    233,                0.35178,                0.30029,                0.94793,                0.99611,                      1,                  0.995,                0.91957,                0.33573,                0.26897,                0.82564,              0.0015426,              0.0015426,              0.0015426
                    234,                0.39172,                0.32351,                 0.9709,                0.99454,                      1,                  0.995,                0.95122,                0.32948,                0.24847,                0.82189,              0.0015406,              0.0015406,              0.0015406
                    235,                0.31269,                0.28421,                0.90136,                0.99268,                      1,                  0.995,                 0.9718,                0.31288,                0.23499,                0.80886,              0.0015387,              0.0015387,              0.0015387
                    236,                0.37062,                0.33104,                0.96528,                0.99041,                      1,                  0.995,                0.96665,                0.30416,                0.21345,                0.80821,              0.0015367,              0.0015367,              0.0015367
                    237,                0.35143,                0.33268,                0.96814,                0.99399,                      1,                  0.995,                0.96369,                0.30604,                0.22188,                0.80972,              0.0015347,              0.0015347,              0.0015347
                    238,                0.35918,                0.30138,                0.95492,                0.99472,                      1,                  0.995,                0.95749,                 0.3098,                0.22446,                0.81395,              0.0015327,              0.0015327,              0.0015327
                    239,                0.37287,                0.31221,                0.98036,                0.99365,                      1,                  0.995,                 0.9566,                0.31304,                0.24053,                0.81619,              0.0015307,              0.0015307,              0.0015307
                    240,                0.34267,                 0.2925,                0.97409,                0.98178,                      1,                  0.995,                0.95557,                0.29159,                0.26539,                0.81128,              0.0015288,              0.0015288,              0.0015288
                    241,                0.32851,                0.28083,                0.93645,                0.97169,                      1,                  0.995,                0.94812,                0.27566,                0.26657,                0.80562,              0.0015268,              0.0015268,              0.0015268
                    242,                0.34627,                 0.3031,                0.92983,                 0.9707,                      1,                  0.995,                0.97006,                0.28753,                0.26625,                0.81009,              0.0015248,              0.0015248,              0.0015248
                    243,                0.34184,                0.26818,                0.91654,                0.96652,                      1,                  0.995,                0.96615,                0.29552,                0.28767,                 0.8156,              0.0015228,              0.0015228,              0.0015228
                    244,                0.34706,                0.31805,                0.93599,                0.97998,                      1,                  0.995,                0.95429,                0.33412,                0.29222,                0.84957,              0.0015208,              0.0015208,              0.0015208
                    245,                0.33561,                0.29677,                0.92313,                0.98118,                      1,                  0.995,                0.94679,                0.33351,                0.27817,                0.84656,              0.0015189,              0.0015189,              0.0015189
                    246,                0.32936,                 0.3047,                0.95566,                0.98321,                      1,                  0.995,                0.94679,                0.33435,                0.26844,                0.84333,              0.0015169,              0.0015169,              0.0015169
                    247,                 0.3823,                0.34244,                0.96168,                0.98679,                      1,                  0.995,                0.95601,                0.30718,                0.23813,                0.82542,              0.0015149,              0.0015149,              0.0015149
                    248,                0.37158,                0.30809,                0.96121,                0.99233,                      1,                  0.995,                0.97939,                0.29498,                0.22869,                0.80067,              0.0015129,              0.0015129,              0.0015129
                    249,                0.32605,                0.26761,                 0.9376,                0.99488,                      1,                  0.995,                0.97115,                0.28687,                0.23751,                0.79001,              0.0015109,              0.0015109,              0.0015109
                    250,                 0.3283,                0.29645,                0.96301,                0.99586,                      1,                  0.995,                0.96967,                0.28857,                0.25634,                 0.7947,               0.001509,               0.001509,               0.001509
                    251,                 0.3284,                0.27673,                0.95033,                0.99586,                      1,                  0.995,                0.95163,                0.31949,                0.25631,                0.82727,               0.001507,               0.001507,               0.001507
                    252,                0.37622,                0.30763,                0.95189,                0.99619,                      1,                  0.995,                0.95547,                0.38089,                0.26697,                0.86819,               0.001505,               0.001505,               0.001505
                    253,                0.33572,                0.26986,                0.95443,                0.99628,                      1,                  0.995,                0.94303,                0.39195,                0.28037,                0.86919,               0.001503,               0.001503,               0.001503
                    254,                 0.3379,                0.26057,                0.94623,                 0.9964,                      1,                  0.995,                0.94035,                0.42186,                0.27501,                 0.8766,               0.001501,               0.001501,               0.001501
                    255,                0.35252,                 0.3294,                0.97374,                0.99644,                      1,                  0.995,                0.92689,                0.43061,                0.25485,                0.88357,              0.0014991,              0.0014991,              0.0014991
                    256,                0.35009,                0.28483,                0.94357,                0.99571,                      1,                  0.995,                0.92654,                0.41023,                0.25099,                0.86225,              0.0014971,              0.0014971,              0.0014971
                    257,                0.37112,                0.30671,                 0.9586,                0.99458,                      1,                  0.995,                0.94999,                0.36077,                0.24565,                0.83041,              0.0014951,              0.0014951,              0.0014951
                    258,                0.35977,                0.29452,                 0.9419,                0.99379,                      1,                  0.995,                0.95162,                0.34532,                0.23139,                0.82311,              0.0014931,              0.0014931,              0.0014931
                    259,                0.33501,                 0.2826,                  0.941,                0.99126,                      1,                  0.995,                0.95717,                0.35048,                0.23781,                0.83366,              0.0014911,              0.0014911,              0.0014911
                    260,                0.35222,                0.29081,                0.94098,                0.99467,                      1,                  0.995,                0.97139,                0.32794,                0.23233,                0.81545,              0.0014892,              0.0014892,              0.0014892
                    261,                0.33235,                0.28579,                0.93652,                0.99352,                      1,                  0.995,                0.96794,                0.31802,                0.22816,                0.80765,              0.0014872,              0.0014872,              0.0014872
                    262,                0.33296,                0.29586,                0.94462,                0.99541,                      1,                  0.995,                0.94935,                0.31568,                0.22325,                0.80743,              0.0014852,              0.0014852,              0.0014852
                    263,                0.34446,                0.27073,                0.94426,                0.99638,                      1,                  0.995,                0.94606,                0.33308,                0.21144,                0.81536,              0.0014832,              0.0014832,              0.0014832
                    264,                0.34497,                0.29173,                0.96865,                0.99644,                      1,                  0.995,                0.95173,                0.34435,                0.24212,                0.83631,              0.0014812,              0.0014812,              0.0014812
                    265,                0.38138,                0.34172,                0.95882,                0.99648,                      1,                  0.995,                0.97399,                0.33337,                0.25418,                0.83682,              0.0014793,              0.0014793,              0.0014793
                    266,                0.34502,                0.29498,                0.95817,                0.99633,                      1,                  0.995,                0.94939,                0.33176,                0.26897,                0.83785,              0.0014773,              0.0014773,              0.0014773
                    267,                0.33829,                0.27493,                 0.9721,                0.99475,                      1,                  0.995,                0.95956,                0.33846,                0.25718,                0.83772,              0.0014753,              0.0014753,              0.0014753
                    268,                0.35329,                0.30152,                0.95915,                0.98468,                      1,                  0.995,                0.94977,                0.36058,                0.28917,                0.86962,              0.0014733,              0.0014733,              0.0014733
                    269,                0.33669,                0.28053,                0.93777,                0.98648,                      1,                  0.995,                0.95008,                0.37187,                0.28898,                 0.8764,              0.0014713,              0.0014713,              0.0014713
                    270,                0.36738,                0.28744,                0.95549,                0.98718,                      1,                  0.995,                0.94975,                0.37865,                0.27333,                0.87985,              0.0014694,              0.0014694,              0.0014694
                    271,                0.33033,                0.29421,                0.92788,                 0.9872,                      1,                  0.995,                0.95388,                0.38041,                0.27192,                0.87507,              0.0014674,              0.0014674,              0.0014674
                    272,                0.31411,                0.28854,                0.94162,                0.98736,                      1,                  0.995,                0.94114,                0.36615,                0.26835,                0.85853,              0.0014654,              0.0014654,              0.0014654
                    273,                0.33834,                0.30289,                 0.9545,                0.98746,                      1,                  0.995,                0.94029,                0.35918,                0.24205,                 0.8521,              0.0014634,              0.0014634,              0.0014634
                    274,                0.33394,                0.28088,                0.95344,                0.98822,                      1,                  0.995,                0.91884,                0.35668,                0.27364,                0.84796,              0.0014614,              0.0014614,              0.0014614
                    275,                0.34456,                0.29503,                0.93201,                 0.9898,                      1,                  0.995,                 0.9453,                0.34433,                0.26713,                0.83923,              0.0014595,              0.0014595,              0.0014595
                    276,                0.40671,                0.34134,                0.98228,                0.99485,                      1,                  0.995,                 0.9533,                0.32714,                0.26511,                0.82962,              0.0014575,              0.0014575,              0.0014575
                    277,                0.37204,                0.33132,                0.95461,                0.99481,                      1,                  0.995,                 0.9725,                0.31488,                0.27326,                0.81917,              0.0014555,              0.0014555,              0.0014555
                    278,                0.32658,                 0.2884,                0.94679,                0.99552,                      1,                  0.995,                0.97826,                0.31323,                0.25673,                0.80835,              0.0014535,              0.0014535,              0.0014535
                    279,                0.33769,                0.31598,                 0.9461,                0.99613,                      1,                  0.995,                0.95982,                0.32279,                0.25555,                0.80966,              0.0014515,              0.0014515,              0.0014515
                    280,                0.33149,                0.29683,                0.94253,                0.99628,                      1,                  0.995,                0.94498,                0.34117,                0.24832,                0.82945,              0.0014496,              0.0014496,              0.0014496
                    281,                0.31616,                0.29741,                0.92772,                0.99629,                      1,                  0.995,                 0.9623,                0.33897,                0.25899,                0.83353,              0.0014476,              0.0014476,              0.0014476
                    282,                0.36238,                0.29646,                0.95016,                 0.9964,                      1,                  0.995,                0.97452,                0.33058,                 0.2585,                0.83296,              0.0014456,              0.0014456,              0.0014456
                    283,                0.31753,                0.29655,                 0.9129,                0.99645,                      1,                  0.995,                0.95351,                0.32987,                0.27834,                0.83205,              0.0014436,              0.0014436,              0.0014436
                    284,                0.33531,                0.30028,                0.93793,                0.99646,                      1,                  0.995,                0.96461,                0.34344,                0.27027,                0.84492,              0.0014416,              0.0014416,              0.0014416
                    285,                0.31186,                0.28713,                0.93922,                0.99641,                      1,                  0.995,                 0.9597,                0.35029,                0.26745,                0.85299,              0.0014397,              0.0014397,              0.0014397
                    286,                0.31658,                0.24864,                0.93381,                0.99635,                      1,                  0.995,                 0.9358,                0.35218,                0.26072,                0.85356,              0.0014377,              0.0014377,              0.0014377
                    287,                0.33529,                0.29983,                 0.9481,                0.99233,                      1,                  0.995,                0.93275,                0.35854,                0.29229,                0.85968,              0.0014357,              0.0014357,              0.0014357
                    288,                0.32524,                0.28645,                0.94298,                0.99609,                      1,                  0.995,                0.94901,                0.36227,                0.26417,                0.85007,              0.0014337,              0.0014337,              0.0014337
                    289,                0.36937,                0.31892,                0.98108,                 0.9961,                      1,                  0.995,                0.95773,                0.33172,                0.24724,                0.83003,              0.0014317,              0.0014317,              0.0014317
                    290,                0.32395,                0.28939,                0.92835,                0.99623,                      1,                  0.995,                0.96608,                0.30847,                0.25137,                0.81464,              0.0014298,              0.0014298,              0.0014298
                    291,                0.31927,                0.28844,                0.93232,                0.99617,                      1,                  0.995,                0.97423,                0.30199,                0.23941,                0.80889,              0.0014278,              0.0014278,              0.0014278
                    292,                0.33485,                 0.3029,                0.97083,                0.99632,                      1,                  0.995,                0.96393,                0.29145,                0.22266,                0.80711,              0.0014258,              0.0014258,              0.0014258
                    293,                0.31888,                0.27412,                0.94749,                0.99636,                      1,                  0.995,                0.96464,                0.29082,                0.20775,                0.80384,              0.0014238,              0.0014238,              0.0014238
                    294,                0.32968,                0.27046,                0.93127,                0.99645,                      1,                  0.995,                0.97188,                0.28269,                0.21453,                0.79757,              0.0014218,              0.0014218,              0.0014218
                    295,                  0.314,                0.25737,                0.92237,                0.99641,                      1,                  0.995,                0.98428,                 0.2831,                0.21013,                0.79828,              0.0014199,              0.0014199,              0.0014199
                    296,                0.33592,                0.26982,                0.93054,                0.99628,                      1,                  0.995,                0.97774,                0.30985,                0.22645,                0.82236,              0.0014179,              0.0014179,              0.0014179
                    297,                0.34175,                0.29677,                0.96027,                0.99602,                      1,                  0.995,                0.96498,                 0.3218,                0.23703,                0.82689,              0.0014159,              0.0014159,              0.0014159
                    298,                0.33587,                0.27602,                0.93072,                0.99519,                      1,                  0.995,                0.94912,                0.30963,                0.23822,                0.81459,              0.0014139,              0.0014139,              0.0014139
                    299,                0.34148,                0.28086,                0.93916,                0.99454,                      1,                  0.995,                0.98063,                0.29558,                0.23593,                0.80444,              0.0014119,              0.0014119,              0.0014119
                    300,                 0.3247,                0.28005,                0.93815,                0.99575,                      1,                  0.995,                0.97576,                0.27478,                0.22402,                0.78705,                0.00141,                0.00141,                0.00141
                    301,                0.31115,                 0.2471,                 0.9278,                0.99618,                      1,                  0.995,                0.98169,                0.27104,                0.21639,                0.77947,               0.001408,               0.001408,               0.001408
                    302,                0.33276,                0.32419,                0.95672,                0.99626,                      1,                  0.995,                0.98115,                 0.2788,                0.21707,                0.77755,               0.001406,               0.001406,               0.001406
                    303,                0.29705,                0.26064,                0.94712,                0.99651,                      1,                  0.995,                0.97176,                0.29061,                0.22514,                0.78162,               0.001404,               0.001404,               0.001404
                    304,                0.32468,                0.26821,                0.93228,                0.99631,                      1,                  0.995,                 0.9621,                0.31624,                0.25024,                0.80261,               0.001402,               0.001402,               0.001402
                    305,                0.33971,                0.28737,                0.95988,                0.99529,                      1,                  0.995,                0.96345,                0.31746,                0.25378,                0.80687,              0.0014001,              0.0014001,              0.0014001
                    306,                0.33922,                0.29975,                0.95554,                0.99428,                      1,                  0.995,                0.96502,                0.32251,                0.26397,                0.82258,              0.0013981,              0.0013981,              0.0013981
                    307,                0.31455,                0.26894,                0.94516,                0.99337,                      1,                  0.995,                0.96382,                0.33925,                0.26737,                0.85394,              0.0013961,              0.0013961,              0.0013961
                    308,                0.28081,                0.26966,                0.92788,                0.99326,                      1,                  0.995,                0.91794,                0.38192,                0.29615,                0.90216,              0.0013941,              0.0013941,              0.0013941
                    309,                0.30542,                 0.2701,                0.92677,                0.99328,                      1,                  0.995,                  0.928,                0.39391,                0.28962,                0.92074,              0.0013921,              0.0013921,              0.0013921
                    310,                 0.3413,                0.30383,                0.91948,                0.99145,                      1,                  0.995,                0.96304,                0.37335,                0.27214,                0.91575,              0.0013902,              0.0013902,              0.0013902
                    311,                0.29135,                0.26831,                0.93653,                0.99176,                      1,                  0.995,                0.94694,                 0.3426,                0.26058,                0.88617,              0.0013882,              0.0013882,              0.0013882
                    312,                0.31425,                0.28484,                0.95087,                0.99606,                      1,                  0.995,                0.97002,                0.32932,                0.22675,                0.85647,              0.0013862,              0.0013862,              0.0013862
                    313,                0.29638,                0.26091,                0.90821,                0.99633,                      1,                  0.995,                0.95523,                0.30846,                0.23256,                0.83021,              0.0013842,              0.0013842,              0.0013842
                    314,                0.32165,                0.26234,                 0.9222,                0.99595,                      1,                  0.995,                0.93678,                0.31705,                0.23073,                0.83514,              0.0013822,              0.0013822,              0.0013822
                    315,                0.32373,                0.26852,                0.92887,                0.99551,                      1,                  0.995,                0.92004,                0.33829,                0.25164,                0.84643,              0.0013803,              0.0013803,              0.0013803
                    316,                0.31055,                0.29057,                0.92208,                0.99002,                      1,                  0.995,                0.92986,                0.33987,                0.25921,                0.84609,              0.0013783,              0.0013783,              0.0013783
                    317,                 0.3619,                0.28718,                0.96117,                 0.9886,                      1,                  0.995,                0.94852,                0.31505,                0.22968,                0.83131,              0.0013763,              0.0013763,              0.0013763
                    318,                0.32737,                0.27517,                0.95445,                0.99365,                      1,                  0.995,                0.95812,                0.31747,                 0.2237,                0.83555,              0.0013743,              0.0013743,              0.0013743
                    319,                0.35059,                0.27012,                0.95041,                0.99577,                      1,                  0.995,                0.95445,                0.33471,                0.22602,                 0.8479,              0.0013723,              0.0013723,              0.0013723
                    320,                0.35594,                0.29839,                0.92474,                0.99584,                      1,                  0.995,                 0.9561,                0.35572,                0.22341,                  0.866,              0.0013704,              0.0013704,              0.0013704
                    321,                0.34719,                0.27535,                 0.9387,                0.99487,                      1,                  0.995,                0.97506,                0.33981,                0.24451,                0.85857,              0.0013684,              0.0013684,              0.0013684
                    322,                0.31985,                0.28681,                0.94089,                0.99432,                      1,                  0.995,                0.96651,                 0.3334,                0.24561,                 0.8516,              0.0013664,              0.0013664,              0.0013664
